month,day,sched_dep_time,origin,distance,arr_delay
11,11,2242,EWR,2334.4,20.0
4,6,1823,LGA,2901.3,3.5
2,15,2145,JFK,1591.5,47.4
2,5,695,LGA,1473.7,-52.4
9,11,916,JFK,2290.8,16.6
5,25,1163,EWR,2652.8,-20.5
4,18,1943,JFK,2896.0,31.3
10,30,2278,EWR,1041.2,1.7
1,13,2163,LGA,2416.2,-20.0
7,11,2140,JFK,710.9,-4.2
3,14,2045,LGA,1682.2,23.4
6,28,1879,EWR,621.6,38.7
5,18,647,LGA,1107.5,27.0
5,27,1500,EWR,2800.9,68.2
11,28,1888,EWR,523.7,34.0
5,31,863,EWR,1934.0,18.9
1,25,2175,LGA,1819.6,46.7
1,28,2225,LGA,450.1,-9.6
3,19,901,JFK,1045.3,-1.0
12,24,1105,JFK,1732.6,32.8
10,27,2015,LGA,642.8,16.8
4,15,728,LGA,2421.8,15.4
5,9,2098,LGA,2919.3,-9.8
2,8,2375,LGA,722.8,-12.1
8,20,1036,EWR,642.0,52.7
11,28,767,EWR,1419.3,16.2
11,1,1928,EWR,2268.5,-0.6
2,4,2316,LGA,916.6,36.0
9,14,1534,EWR,157.7,-21.6
2,25,1843,EWR,1669.5,33.8
9,2,2236,JFK,2874.1,65.7
7,16,625,JFK,1234.7,15.7
8,3,805,EWR,1318.4,8.1
11,26,2225,EWR,2909.8,25.4
2,8,2034,EWR,2114.4,60.4
7,6,1612,LGA,2185.6,9.1
12,16,1878,JFK,1731.8,39.5
6,24,1127,JFK,2926.4,59.5
4,16,1875,JFK,2097.7,4.1
7,7,1188,EWR,2695.6,11.3
4,30,1537,LGA,2128.2,27.6
2,13,1780,JFK,2231.8,17.4
10,13,1732,JFK,942.2,6.7
12,5,780,LGA,980.1,-63.4
7,25,942,EWR,2370.7,17.5
8,20,2363,EWR,960.4,34.2
2,22,1336,JFK,1732.0,8.8
5,18,888,JFK,823.1,1.7
1,15,1116,LGA,2469.3,-26.6
7,18,2006,JFK,420.5,58.8
8,2,646,LGA,2505.4,21.2
6,10,1802,JFK,1847.9,58.5
5,23,1020,JFK,642.0,-17.7
6,13,1129,JFK,1671.9,-13.7
2,18,2129,EWR,919.2,30.5
1,15,933,LGA,1038.1,43.7
7,31,643,LGA,1119.4,34.3
7,12,788,EWR,283.6,-36.8
10,15,1909,EWR,2959.3,12.5
11,13,513,EWR,191.5,6.4
10,18,756,LGA,2021.2,18.1
2,15,1869,JFK,1176.6,-10.5
2,25,2221,EWR,1973.4,-31.8
1,23,1868,EWR,1133.1,5.4
10,11,1923,EWR,2053.9,32.6
8,19,1730,JFK,2214.8,-7.1
8,3,1357,JFK,2102.6,22.4
1,7,1442,EWR,430.5,1.4
12,21,1695,JFK,2005.0,-29.6
11,26,963,EWR,912.0,7.2
8,14,769,JFK,183.5,-2.3
9,14,1744,LGA,1303.0,5.2
4,22,1675,LGA,1357.3,-13.0
1,13,1122,JFK,1454.8,-29.3
1,12,1706,LGA,2144.0,43.5
3,24,1922,LGA,995.6,2.3
5,9,2374,LGA,1014.3,-12.6
5,1,571,EWR,275.6,-3.0
9,19,1941,JFK,2091.8,70.6
10,11,1806,JFK,1746.7,31.0
12,23,573,JFK,1113.3,-79.0
2,22,854,LGA,2145.0,-22.2
2,23,2250,EWR,1658.3,-28.1
6,24,996,JFK,1460.8,95.6
9,22,1851,LGA,1582.8,23.5
1,19,1487,EWR,1945.4,23.1
9,18,2058,EWR,2014.0,48.4
9,12,1079,JFK,938.0,-7.5
9,23,1409,JFK,508.2,-29.6
5,28,1970,LGA,554.2,33.0
9,28,872,JFK,1954.2,-8.7
11,28,861,LGA,2631.3,26.7
4,27,592,EWR,1287.5,-3.2
2,1,1844,EWR,591.6,40.4
6,19,823,EWR,2294.1,-4.9
4,28,883,EWR,2514.2,18.7
6,27,1074,JFK,2653.7,21.6
3,20,1235,JFK,1859.8,6.7
6,29,1236,LGA,2596.1,22.2
2,30,845,LGA,144.7,-24.5
2,17,2372,LGA,411.0,1.7
9,5,1626,LGA,368.5,64.6
7,26,1738,LGA,2166.6,31.6
3,3,1715,EWR,301.8,47.2
11,2,2195,EWR,1539.5,-9.4
1,31,1218,EWR,1470.9,-8.0
8,3,1280,LGA,1001.0,-7.3
6,8,1519,EWR,2624.2,1.4
7,16,1717,EWR,594.3,-6.2
9,6,1903,EWR,1122.1,32.2
5,13,1926,EWR,2345.1,44.6
1,30,1163,JFK,188.2,22.4
12,23,2272,LGA,2051.6,9.4
10,28,1099,LGA,2467.6,-42.0
7,22,510,JFK,2803.6,20.1
5,22,686,EWR,2641.3,-26.7
3,16,1225,EWR,1026.2,5.0
12,28,1538,EWR,1800.5,-15.7
9,16,1277,LGA,324.2,0.2
1,3,1820,LGA,847.8,-27.3
1,28,910,LGA,373.2,7.0
1,13,1455,LGA,1014.0,11.3
3,14,1084,LGA,2638.0,-3.2
12,8,1575,JFK,1106.8,-26.5
6,12,2163,LGA,1729.5,40.0
10,23,1551,EWR,1356.8,-20.8
11,23,1076,LGA,1430.9,2.3
3,22,1540,JFK,2911.8,-34.3
8,21,1874,EWR,958.8,102.6
10,26,1951,JFK,1919.2,16.8
2,8,2173,EWR,1318.2,1.1
9,21,2354,LGA,277.3,19.5
3,25,1752,JFK,1519.1,48.0
5,9,2289,EWR,2458.7,4.1
10,1,1488,LGA,386.4,7.0
8,6,1733,EWR,301.8,42.9
2,23,1954,JFK,545.5,23.2
6,19,1817,JFK,2316.8,40.6
12,23,1242,JFK,2199.6,-12.4
5,11,2276,JFK,1738.6,-5.1
10,11,2105,LGA,1457.9,20.1
9,23,1627,EWR,2676.1,56.9
12,30,703,LGA,2323.4,34.6
5,13,1576,JFK,2454.6,1.2
2,11,1473,EWR,2458.5,16.8
5,18,1439,JFK,1963.9,-17.2
12,23,1898,LGA,1428.2,25.6
4,15,2365,LGA,2607.6,30.4
11,1,1577,LGA,2785.4,-22.9
7,21,1799,EWR,169.0,49.9
6,25,1858,EWR,249.5,21.4
2,7,1554,JFK,2880.4,10.3
12,23,1658,EWR,903.8,41.6
11,27,1581,EWR,2632.8,-4.0
11,13,604,LGA,1227.5,39.2
5,12,1789,JFK,445.4,26.2
7,18,2045,LGA,333.3,21.1
11,24,2019,JFK,553.9,-41.5
7,19,752,JFK,824.7,44.6
5,15,794,EWR,1516.7,-24.0
12,8,1167,LGA,2134.3,37.2
9,19,1681,EWR,2960.6,20.9
4,10,1048,EWR,1380.4,-12.4
11,7,1130,EWR,1602.7,24.3
3,18,1590,JFK,1613.3,34.5
4,16,2277,LGA,1664.4,23.2
5,20,798,LGA,1601.4,-12.8
6,27,1986,EWR,125.4,36.6
3,6,2248,JFK,105.0,-15.2
2,27,2343,LGA,383.2,-29.0
4,9,600,LGA,394.5,-10.2
5,21,1579,EWR,2144.2,34.1
4,13,831,JFK,694.3,16.6
11,25,1335,EWR,2694.7,5.1
12,31,2274,LGA,2793.0,27.7
3,21,892,JFK,2930.1,-26.8
8,26,2266,EWR,2823.3,-1.5
10,8,1373,LGA,888.5,-32.4
4,16,880,EWR,1578.4,13.7
2,13,591,EWR,608.8,4.4
2,13,2314,EWR,2438.0,48.1
1,17,946,JFK,2676.5,9.2
4,23,608,LGA,2568.7,12.4
10,20,816,LGA,1356.8,38.5
9,5,1691,LGA,2300.2,45.2
11,22,2335,LGA,383.0,30.7
7,21,1958,JFK,216.7,51.6
12,28,941,EWR,2284.4,-20.2
10,17,717,LGA,1333.5,-15.5
7,28,1745,JFK,2987.1,5.0
7,9,1172,EWR,382.0,28.8
8,2,2051,JFK,2581.3,36.8
1,25,777,JFK,1492.0,6.1
10,26,1508,LGA,2498.7,8.1
10,18,1068,LGA,2469.7,-45.1
8,9,2097,EWR,2756.4,61.5
4,6,1509,EWR,963.8,30.2
4,11,1374,LGA,2854.4,23.8
4,25,965,JFK,539.8,-22.8
6,29,1338,LGA,337.7,39.2
7,6,1253,EWR,1351.7,14.6
6,6,2125,JFK,2502.1,38.0
1,13,2107,JFK,1472.9,39.5
12,11,1337,JFK,2504.9,18.9
8,14,529,LGA,2216.1,27.8
10,2,858,LGA,707.3,-7.7
11,8,1811,EWR,2851.8,60.0
7,3,585,JFK,276.3,30.6
6,23,1757,JFK,2705.0,43.0
6,21,1246,LGA,982.9,-18.4
5,3,812,EWR,1550.4,5.6
6,1,864,EWR,1324.8,-20.1
12,24,2300,JFK,598.3,-5.0
9,19,2322,LGA,1138.6,11.1
10,18,2362,JFK,659.5,7.2
9,17,1404,LGA,691.3,2.2
10,20,1792,EWR,642.5,40.0
8,29,1197,JFK,1518.2,28.9
10,24,630,JFK,2414.0,9.6
9,13,1302,JFK,1750.0,7.9
10,3,1288,EWR,2690.3,18.2
8,30,2355,JFK,1946.0,27.9
8,1,850,EWR,2099.1,38.5
1,4,679,LGA,2036.1,38.7
10,25,2325,EWR,1403.4,-2.7
11,13,2003,LGA,2099.1,25.6
5,17,1686,EWR,302.2,25.5
4,28,2306,EWR,2593.6,36.0
2,30,1619,JFK,2355.7,6.2
8,11,1273,EWR,811.2,0.7
3,2,1009,JFK,2327.3,21.6
4,25,864,LGA,136.7,16.8
12,16,1480,LGA,730.0,5.0
7,2,852,JFK,288.9,20.7
10,29,1299,LGA,2362.7,-6.3
9,19,1959,EWR,2292.0,12.4
2,23,1606,JFK,2459.5,80.6
3,19,1748,JFK,113.0,53.0
4,25,911,JFK,1553.6,10.2
10,16,1234,LGA,2144.0,31.1
1,22,1480,LGA,550.7,-15.2
7,19,617,EWR,1984.4,-9.5
2,9,981,EWR,343.9,21.6
5,1,691,JFK,625.8,23.2
1,10,1090,EWR,1479.8,-3.5
3,19,1089,LGA,1995.3,7.7
12,1,1158,EWR,523.0,37.2
2,2,606,LGA,637.1,-42.4
1,16,881,EWR,692.9,24.2
7,12,1282,LGA,792.2,22.7
5,8,889,LGA,757.0,-9.0
1,23,743,EWR,1245.9,42.6
6,18,1084,EWR,1996.0,-14.2
5,2,1368,LGA,1370.3,5.8
3,25,967,JFK,2350.3,22.0
12,29,1365,EWR,2185.9,-1.2
7,13,1433,LGA,466.9,4.5
11,6,2061,EWR,241.6,14.9
10,21,1733,EWR,2646.0,41.1
9,26,1103,EWR,331.5,90.1
9,6,2160,EWR,530.2,14.8
9,9,1514,EWR,164.2,2.8
2,16,1596,JFK,1922.2,-10.9
3,11,2158,JFK,1788.9,2.4
7,7,1832,JFK,2962.0,47.7
5,31,2219,LGA,2672.1,20.3
2,10,2222,JFK,1291.4,-18.8
3,10,2233,JFK,1177.6,-14.4
10,30,2113,LGA,960.9,17.5
6,25,1359,JFK,542.0,22.4
7,20,1709,EWR,500.4,43.7
9,18,2379,JFK,483.6,22.3
1,28,1776,JFK,430.9,26.7
11,24,512,JFK,797.5,4.6
7,20,798,EWR,989.3,12.3
8,29,1599,EWR,2888.6,20.7
12,9,1574,EWR,1777.6,23.0
3,31,1286,EWR,2964.0,44.5
4,15,648,LGA,1180.2,8.1
10,4,2254,EWR,1427.1,-6.0
6,31,621,EWR,1041.3,-16.8
10,8,1734,EWR,630.4,-11.8
7,9,1803,EWR,515.2,44.5
4,13,1037,LGA,2840.7,-2.5
8,9,2208,JFK,2961.8,50.0
5,26,1679,JFK,230.2,39.2
1,4,1761,EWR,536.0,46.2
4,17,875,EWR,1328.2,3.9
3,16,581,EWR,640.4,23.2
9,15,991,JFK,1155.3,28.0
8,3,855,JFK,474.4,9.3
1,25,1424,EWR,1423.9,-1.2
11,20,1796,JFK,887.9,-8.2
6,5,2103,LGA,1120.5,27.0
9,23,1567,EWR,373.5,-23.9
7,5,1504,EWR,1341.6,0.7
4,20,2096,LGA,2951.4,24.5
1,15,622,LGA,1053.6,-9.1
12,18,1872,JFK,2641.6,78.2
2,15,1207,LGA,2545.3,0.8
12,2,829,EWR,2861.0,1.7
5,29,1932,JFK,2391.3,0.5
12,13,1490,LGA,2012.8,-27.6
11,4,822,JFK,2584.1,-28.8
5,10,1634,JFK,319.4,-14.4
8,13,1269,JFK,1442.2,32.0
6,10,1612,JFK,2968.8,44.5
8,29,932,LGA,2331.8,25.2
2,31,1209,EWR,2890.0,9.1
3,9,1293,EWR,2360.9,2.9
6,8,1211,LGA,2637.2,2.1
12,3,1622,EWR,2148.9,-21.5
10,16,1038,JFK,2305.5,7.6
3,31,1100,JFK,1617.2,39.6
6,14,1669,JFK,2780.3,94.2
6,9,2217,LGA,2492.6,-22.3
2,30,756,JFK,2547.3,-11.8
7,21,1712,JFK,2051.7,23.9
12,11,1763,LGA,983.3,-4.4
2,3,1370,JFK,203.3,13.7
6,5,1398,JFK,2813.4,26.3
1,29,2026,EWR,1799.7,23.4
3,10,2231,LGA,964.6,-2.0
2,13,1308,JFK,532.5,5.8
7,4,1176,JFK,2505.6,56.9
4,24,2342,JFK,2525.9,13.0
8,13,770,JFK,2462.1,27.6
6,12,2043,EWR,1970.7,45.6
12,5,1049,EWR,1161.4,32.2
10,10,1637,EWR,981.8,20.8
4,28,1862,EWR,124.8,7.9
5,24,1067,LGA,2517.5,1.1
9,9,1485,JFK,353.6,15.4
7,20,858,EWR,1929.2,33.3
10,7,2173,JFK,1561.8,-3.2
9,2,2137,LGA,1627.4,20.5
7,22,1857,JFK,2787.5,50.2
12,24,2212,JFK,191.7,41.2
1,28,1692,EWR,2342.8,23.9
12,23,1862,EWR,251.0,2.6
8,7,1297,LGA,210.6,46.5
4,8,1784,JFK,1346.5,47.8
3,7,1386,EWR,282.9,19.7
7,21,2258,EWR,2388.5,-32.8
12,23,1722,EWR,1635.7,20.9
3,29,710,LGA,184.2,-27.5
8,14,786,JFK,217.5,59.0
6,26,2215,EWR,1876.7,-25.0
5,19,2285,JFK,2437.7,45.2
4,5,1242,LGA,1369.6,3.7
8,23,1995,JFK,1708.3,24.9
8,31,2005,EWR,2419.5,59.0
12,25,1546,JFK,1870.5,30.0
1,31,2083,JFK,751.8,-12.3
9,18,1632,LGA,1877.9,31.1
5,20,795,LGA,1922.0,28.0
4,12,505,JFK,2228.9,0.5
6,23,1049,JFK,1900.5,64.5
6,17,1180,JFK,2910.8,16.7
2,13,2391,LGA,672.1,-41.5
8,2,1294,LGA,2858.2,2.3
7,25,702,JFK,1661.2,-30.4
1,13,824,LGA,2048.7,3.1
5,26,1324,EWR,388.4,25.9
12,7,2308,LGA,1203.7,-18.9
6,28,743,LGA,2331.2,49.6
4,10,826,LGA,2150.0,4.0
2,23,1486,EWR,216.4,25.9
4,6,1570,EWR,1685.1,12.5
1,3,1260,EWR,356.0,31.5
7,26,2114,JFK,2988.0,6.7
2,3,2145,JFK,2702.2,-27.2
2,18,1536,EWR,161.1,41.4
9,11,1406,JFK,2590.1,21.6
5,22,1903,JFK,2766.3,53.6
2,20,864,JFK,1125.3,4.9
11,5,2125,EWR,2186.6,0.8
9,19,1865,LGA,1382.1,25.6
9,22,2383,EWR,2000.2,-4.8
1,27,2315,EWR,1086.9,21.8
11,28,1744,JFK,1035.4,57.0
3,19,572,JFK,1330.9,24.1
4,30,2269,LGA,522.1,-3.5
7,15,2295,LGA,2510.3,13.4
10,30,2148,LGA,1111.2,27.6
4,16,1569,LGA,1260.4,17.9
2,24,2027,EWR,2692.8,48.3
7,9,773,LGA,1540.2,-13.8
6,4,2078,EWR,1678.3,36.6
3,15,707,JFK,2873.8,5.3
6,25,2384,LGA,2671.5,17.2
11,12,2138,JFK,591.5,38.2
6,23,623,JFK,1472.3,-0.2
12,3,1533,EWR,2916.8,40.1
5,23,1852,LGA,1179.9,53.3
4,14,1710,EWR,1177.6,28.3
10,17,1042,JFK,665.6,-9.4
12,19,2191,LGA,431.5,-0.1
1,6,559,JFK,2246.9,2.4
10,4,2284,JFK,2333.1,0.6
6,7,1398,LGA,2910.1,40.6
2,30,1385,LGA,2342.9,-1.0
3,19,1281,LGA,805.7,-1.9
8,17,941,EWR,216.3,17.4
10,25,1740,EWR,2957.8,41.5
6,16,1410,JFK,1087.3,39.5
3,15,1525,LGA,1004.7,-18.9
7,22,2059,JFK,2727.3,7.0
4,8,2241,JFK,1796.8,0.2
9,19,1331,JFK,723.1,11.5
5,8,1507,JFK,2678.4,-10.4
3,18,2234,JFK,2980.7,26.6
2,28,1879,LGA,351.4,58.4
11,16,1125,EWR,2600.5,-6.6
2,20,2315,LGA,1232.5,12.6
3,19,2190,LGA,1619.8,-4.9
2,10,1688,LGA,2753.0,5.6
4,17,1497,EWR,2922.8,0.3
2,31,1233,EWR,860.3,9.4
10,13,590,EWR,717.3,6.6
9,13,666,LGA,333.5,-21.7
2,7,1458,EWR,1729.2,-44.4
9,27,706,JFK,139.5,25.5
6,10,1805,EWR,1294.5,48.0
1,2,1588,LGA,312.8,-34.5
4,4,1015,LGA,1275.2,2.0
1,25,1680,JFK,215.8,15.7
6,6,2284,EWR,2522.1,15.0
4,24,2292,EWR,708.2,34.2
3,18,1246,JFK,1052.1,7.4
3,23,805,LGA,2623.1,-16.0
9,6,894,LGA,2264.2,16.2
6,29,1597,EWR,735.2,40.4
9,30,686,EWR,308.5,0.8
5,25,2097,EWR,2175.5,-3.7
2,23,1860,EWR,1233.0,35.3
8,17,2199,EWR,2321.6,27.4
5,14,2091,LGA,1391.4,32.8
2,24,1122,LGA,1103.4,13.4
4,11,1229,LGA,1408.5,-3.3
9,26,739,LGA,2270.8,-19.5
4,31,1032,JFK,2716.4,39.5
12,19,640,LGA,244.3,-20.2
12,30,1788,JFK,1619.9,45.2
12,2,638,LGA,195.2,32.3
4,28,958,EWR,1458.4,-8.6
2,3,569,EWR,2667.3,47.2
12,11,884,EWR,1148.6,14.6
6,6,1129,JFK,2804.1,45.0
11,29,697,LGA,1928.8,10.9
2,14,704,LGA,2809.1,20.3
12,19,2249,JFK,2295.8,-19.4
7,26,1067,JFK,400.0,-24.2
3,16,2322,JFK,770.3,20.3
3,21,1481,JFK,1243.1,-10.8
5,22,1304,JFK,593.3,41.1
3,24,2210,EWR,1535.2,36.6
2,7,1358,LGA,1467.0,-4.6
10,30,1381,JFK,2873.2,9.7
9,27,1473,EWR,1357.8,32.2
2,8,1139,JFK,2378.3,-5.2
11,19,1954,EWR,2831.5,38.4
2,20,824,JFK,2643.3,-9.7
8,16,941,LGA,705.1,51.8
9,22,1303,JFK,1538.5,-2.2
7,27,787,JFK,1108.4,26.0
3,7,725,LGA,1259.6,12.2
9,9,1587,LGA,1146.3,20.2
3,13,1466,JFK,2496.4,20.9
5,1,1437,LGA,1411.2,-26.0
9,29,1059,LGA,1618.7,-17.3
12,31,1213,EWR,2949.1,28.0
3,8,997,LGA,273.9,-7.7
7,24,1348,LGA,1515.1,29.3
12,22,1425,JFK,2344.8,-2.8
1,4,559,JFK,538.4,-9.5
4,3,1920,EWR,1873.4,25.1
4,27,756,JFK,794.4,3.2
7,3,1076,LGA,2615.5,7.9
8,22,738,LGA,1048.6,26.5
1,13,2324,LGA,1054.3,49.5
5,8,537,JFK,1834.8,17.3
7,7,524,LGA,632.3,-34.4
12,27,909,LGA,926.2,25.4
4,1,960,EWR,1308.2,3.6
4,27,2094,EWR,1125.5,49.9
4,16,1487,EWR,1622.1,6.8
12,6,1940,JFK,1839.0,49.7
6,7,856,LGA,1743.3,36.5
7,12,882,LGA,1997.1,-15.1
2,23,2332,LGA,992.5,-41.8
5,9,1681,EWR,466.6,9.2
4,27,1068,LGA,2306.3,-15.6
3,11,1956,LGA,2567.3,-0.1
7,10,1571,LGA,845.3,18.0
11,21,1851,LGA,1280.6,32.0
12,1,932,LGA,1545.9,25.6
6,18,1954,JFK,1646.6,39.7
7,31,555,LGA,2012.5,43.4
5,4,1076,JFK,220.6,16.3
6,5,767,LGA,2192.3,17.0
5,9,568,JFK,279.7,-12.4
7,27,2251,LGA,1458.0,-12.3
2,31,1401,LGA,2500.2,-5.3
11,17,2124,LGA,1408.5,-38.4
5,3,1972,LGA,532.4,36.2
6,16,1292,EWR,2956.6,53.4
6,5,756,LGA,2678.9,5.1
5,16,1171,JFK,2336.8,-22.8
10,3,989,EWR,1293.4,37.4
7,20,1245,EWR,633.2,11.6
10,15,2166,LGA,2830.1,17.0
8,30,548,JFK,1643.8,29.7
7,3,2182,JFK,2571.8,13.7
5,20,815,EWR,1092.1,-23.1
1,14,912,JFK,1072.3,8.0
5,31,933,LGA,2958.1,-18.7
10,16,1525,LGA,1613.3,9.3
2,29,2364,LGA,508.0,2.2
5,29,1668,LGA,737.1,18.8
5,31,1889,LGA,1497.6,40.8
2,31,919,EWR,223.2,6.3
5,17,2096,LGA,1441.3,47.5
4,28,2308,LGA,1314.9,33.0
1,24,2084,EWR,2360.1,17.4
3,20,1343,EWR,1129.3,25.2
1,23,1967,EWR,2949.4,44.9
12,18,1415,JFK,624.2,28.9
11,18,933,JFK,1813.9,-26.2
5,22,1142,LGA,360.1,4.6
4,14,2078,LGA,2228.2,30.8
7,18,556,LGA,2984.8,-1.1
5,15,2085,JFK,2475.5,60.0
10,15,1463,LGA,1711.5,3.3
4,6,1476,LGA,1505.7,-49.0
2,27,1701,JFK,2521.6,-12.3
4,15,1816,EWR,2814.3,49.6
12,18,545,JFK,2968.7,-14.6
2,4,1693,LGA,1250.0,-13.6
8,23,1794,JFK,2973.7,61.2
3,8,916,EWR,552.2,19.8
9,15,1347,EWR,835.3,-5.2
4,3,638,EWR,358.1,14.9
6,30,746,EWR,888.0,17.6
10,15,1671,EWR,2327.0,18.0
5,13,729,EWR,2573.5,-47.5
10,9,1291,LGA,2358.8,-5.6
1,2,1136,LGA,1930.1,-13.4
9,24,2227,JFK,1590.5,18.5
1,8,873,LGA,2155.2,-11.2
8,29,1603,EWR,1233.4,25.6
9,30,2129,LGA,2539.8,35.6
9,20,1237,JFK,2063.9,50.6
1,17,1588,EWR,2123.6,-2.9
2,13,587,LGA,1654.2,18.4
12,1,1611,LGA,2667.2,62.8
1,2,1212,JFK,830.8,12.9
10,30,2249,EWR,1205.3,34.6
2,15,1727,JFK,2355.2,12.3
10,12,1905,EWR,1529.0,40.3
12,14,1100,EWR,2678.7,-4.2
8,25,1999,LGA,1104.6,9.9
5,29,2096,JFK,1171.1,28.7
12,2,2306,JFK,2677.3,25.6
11,18,2129,JFK,1446.7,-40.8
7,22,2342,EWR,1596.8,-26.9
2,7,1038,JFK,1065.0,23.3
8,29,713,EWR,902.3,-19.1
11,23,573,JFK,2002.3,36.0
6,31,560,JFK,447.5,-18.6
8,29,1197,LGA,2649.9,-4.0
1,25,2066,JFK,2359.7,35.1
1,6,1742,LGA,653.2,15.9
12,14,511,LGA,2112.7,29.0
7,8,1313,EWR,1847.6,30.0
8,27,1938,JFK,635.2,32.0
3,22,531,JFK,892.3,28.0
5,2,1683,JFK,1286.1,27.1
12,17,1500,LGA,2127.8,8.4
1,5,736,JFK,1952.3,13.9
7,14,2262,EWR,1643.5,33.4
5,25,1704,EWR,2328.4,-12.9
8,24,2352,JFK,2298.0,38.6
8,30,1057,LGA,1891.8,46.5
9,29,1864,EWR,2382.3,-1.2
7,20,1981,EWR,1069.4,-10.5
11,21,1603,LGA,2655.6,-23.2
1,29,1146,EWR,1883.2,40.8
3,21,2295,LGA,2484.9,25.3
8,22,1486,EWR,1684.2,19.1
3,3,1319,LGA,733.5,18.1
8,5,2282,EWR,1673.0,19.7
1,16,972,JFK,1176.2,21.8
5,18,2194,EWR,2122.7,-8.7
4,26,2238,EWR,1479.8,-25.7
5,17,611,JFK,2524.7,26.3
8,11,1815,JFK,2066.4,6.4
10,17,2345,JFK,2085.2,5.4
4,16,2154,JFK,729.8,-10.2
11,26,882,LGA,2954.3,15.3
4,23,516,LGA,2540.9,17.4
3,2,992,EWR,2388.1,-7.8
7,4,1854,EWR,1057.6,18.1
3,21,1425,EWR,1653.3,9.2
12,7,2262,LGA,497.6,0.3
3,2,2396,EWR,1661.6,16.9
11,30,2009,EWR,523.1,18.0
10,6,1929,LGA,1703.8,41.7
5,17,616,EWR,1981.3,27.9
5,7,2078,LGA,1231.6,36.5
6,25,1379,LGA,1545.8,22.7
8,5,614,JFK,2639.4,-4.1
10,5,2318,JFK,414.8,50.7
6,20,2072,LGA,2396.0,57.6
12,16,1313,LGA,595.2,-2.6
1,19,2148,JFK,206.5,28.9
8,9,2070,EWR,638.2,43.6
8,5,1143,EWR,2318.6,0.7
9,8,1859,EWR,1274.9,25.0
9,9,835,LGA,2630.3,43.8
2,5,1421,JFK,1621.7,53.5
2,10,2263,EWR,164.5,38.1
3,25,646,JFK,2178.5,15.8
1,2,621,JFK,419.7,15.5
4,9,580,LGA,2389.2,1.4
4,11,1184,EWR,587.5,-20.8
9,4,2189,JFK,1101.8,-35.5
9,22,1161,LGA,2307.7,23.9
9,22,874,LGA,2867.3,41.8
10,22,2093,LGA,1177.2,31.2
7,2,562,EWR,2505.3,20.2
2,23,1003,EWR,653.3,29.6
10,29,1167,LGA,2440.8,41.7
5,6,948,EWR,2006.7,-25.6
4,27,1951,EWR,659.0,-27.4
12,14,1367,JFK,977.3,6.5
11,1,1950,LGA,482.1,49.4
8,18,1944,LGA,1210.6,-7.9
2,7,1845,EWR,690.6,38.5
6,1,1179,LGA,1967.6,3.2
5,31,1689,LGA,2984.1,24.1
12,1,2120,LGA,134.8,-13.7
2,1,2172,EWR,1668.7,-4.0
11,24,960,EWR,1763.6,-12.5
10,4,958,EWR,2751.2,28.2
1,4,1712,JFK,1567.4,-0.9
8,29,963,LGA,1676.7,14.7
2,18,1411,JFK,1467.8,5.2
7,27,878,EWR,879.8,-22.6
9,11,1525,JFK,262.5,-5.8
9,27,2141,LGA,1285.1,6.9
8,1,863,LGA,252.5,34.4
11,28,571,EWR,1696.4,49.1
12,10,1950,EWR,991.2,1.6
10,9,1137,JFK,1647.4,9.1
9,23,1693,EWR,489.5,-29.3
2,4,1728,JFK,2804.6,61.2
6,28,2348,LGA,2694.1,45.2
4,6,836,LGA,651.0,-44.4
4,30,1995,LGA,1096.0,39.4
5,16,694,LGA,1879.1,-1.4
12,2,2193,LGA,377.5,3.3
3,23,1511,JFK,1128.2,-8.9
1,18,1152,LGA,828.2,7.7
8,10,1798,JFK,2755.0,50.4
5,24,506,LGA,2572.3,-8.2
3,24,1404,JFK,1781.5,-15.2
10,17,1478,JFK,1609.0,10.8
7,13,1065,JFK,2799.1,0.1
7,24,1115,EWR,2804.0,22.1
1,18,2377,JFK,2911.1,20.8
12,22,2373,JFK,463.6,13.0
9,13,1072,LGA,565.6,33.2
2,17,1098,JFK,2062.5,-8.4
5,5,1269,JFK,1670.2,31.7
5,11,1701,EWR,153.6,30.6
8,7,741,LGA,279.7,3.2
8,29,1726,EWR,2675.4,65.7
7,10,2066,EWR,2619.7,38.2
7,17,2324,EWR,1136.1,-22.9
12,15,1985,JFK,2684.0,-6.6
11,18,1603,EWR,1821.7,27.5
6,23,2046,EWR,2437.1,49.6
6,22,1940,LGA,1339.6,44.5
11,19,1265,LGA,428.9,7.3
9,30,883,LGA,1357.8,0.9
6,26,890,LGA,1426.2,31.5
12,2,1395,EWR,1697.7,17.2
2,26,2322,LGA,406.2,-0.2
2,4,1187,JFK,2975.1,21.5
5,3,1649,EWR,808.0,-10.5
4,7,2017,LGA,675.8,8.1
11,24,546,EWR,1627.7,2.6
2,18,2241,LGA,1657.9,-47.9
3,10,1999,EWR,1375.5,12.9
7,7,1118,LGA,2338.5,22.8
8,8,963,JFK,1598.3,57.5
12,6,2310,LGA,1868.1,14.5
6,22,2372,EWR,2198.9,24.6
11,26,622,EWR,172.6,-16.2
5,1,1997,JFK,1754.9,41.0
1,4,633,EWR,2664.2,34.3
8,14,2142,JFK,150.4,68.6
3,17,2340,EWR,1275.0,-19.2
6,20,1340,EWR,2786.1,-2.0
3,18,2085,JFK,1124.1,-20.4
7,11,1348,EWR,1430.3,21.7
7,29,1106,EWR,2946.5,22.2
